image,axis_0,axis_1,axis_2,axis_3,axis_4,axis_5,button_0,button_1,button_2,button_3,button_4,button_5,button_6,button_7,button_8,button_9,button_10,button_11,button_12,button_13,button_14,button_15,hat_0_x,hat_0_y
frame_0.jpg,-0.005,0.028,-0.003,0.023,-1.000,-1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
frame_1.jpg,-0.032,0.005,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_2.jpg,-0.833,0.107,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_3.jpg,-0.026,0.049,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_4.jpg,-0.008,0.032,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_5.jpg,-0.007,0.029,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_6.jpg,-0.020,0.026,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_7.jpg,-0.481,0.115,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_8.jpg,-0.023,0.057,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_9.jpg,-0.015,0.044,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_10.jpg,0.038,-0.004,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_11.jpg,0.058,-0.020,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_12.jpg,0.272,-0.011,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_13.jpg,0.033,-0.045,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_14.jpg,-0.362,-0.012,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_15.jpg,-1.000,-0.038,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_16.jpg,-0.040,-0.038,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_17.jpg,-0.003,-0.038,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_18.jpg,0.058,-0.038,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_19.jpg,0.004,-0.025,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_20.jpg,-0.015,-0.008,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_21.jpg,-0.026,0.001,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_22.jpg,-1.000,0.138,-0.003,0.023,-1.000,1.000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_23.jpg,0.560,-0.106,-0.003,0.023,-1.000,1.000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_24.jpg,1.000,-0.101,-0.003,0.023,-1.000,1.000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_25.jpg,0.562,-0.084,-0.003,0.023,-1.000,1.000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_26.jpg,1.000,-0.026,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_27.jpg,1.000,0.064,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_28.jpg,0.273,0.037,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_29.jpg,-0.294,-0.010,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_30.jpg,-0.057,0.002,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_31.jpg,-0.035,0.009,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_32.jpg,-0.033,0.009,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_33.jpg,-0.033,0.009,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_34.jpg,-1.000,-0.068,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_35.jpg,-1.000,-0.062,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_36.jpg,-0.182,-0.010,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_37.jpg,-0.020,0.009,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_38.jpg,-0.017,0.009,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_39.jpg,-0.017,0.009,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_40.jpg,-0.016,0.009,-0.003,0.023,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
