image,axis_0,axis_1,axis_2,axis_3,axis_4,axis_5,button_0,button_1,button_2,button_3,button_4,button_5,button_6,button_7,button_8,button_9,button_10,button_11,button_12,button_13,button_14,button_15,hat_0_x,hat_0_y
frame_0.jpg,0.006,0.012,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
frame_1.jpg,1.000,0.059,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_2.jpg,0.084,0.033,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_3.jpg,0.062,0.024,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_4.jpg,0.061,0.024,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_5.jpg,0.061,0.021,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_6.jpg,0.615,-0.132,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_7.jpg,0.047,-0.063,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_8.jpg,-1.000,-0.029,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_9.jpg,-0.474,-0.331,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_10.jpg,0.025,-0.012,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_11.jpg,0.027,-0.012,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_12.jpg,0.040,0.014,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_13.jpg,0.007,0.017,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_14.jpg,-1.000,0.044,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_15.jpg,-1.000,0.384,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_16.jpg,0.003,0.025,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_17.jpg,0.007,-0.028,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_18.jpg,-1.000,-0.134,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_19.jpg,-1.000,0.047,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_20.jpg,-1.000,0.212,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_21.jpg,-1.000,0.222,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_22.jpg,0.003,-0.389,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_23.jpg,0.839,-0.224,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
frame_24.jpg,1.000,-0.257,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_25.jpg,1.000,-0.336,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_26.jpg,-0.969,-0.450,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
frame_27.jpg,0.918,-0.499,-0.022,-0.034,-1.000,1.000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
